date,value
1970-01-02,0.798177063465118
1970-01-05,0.794270813465118
1970-01-06,0.770833313465118
1970-01-07,0.774739563465118
1970-01-08,0.78125
1970-01-09,0.76171875
1970-01-12,0.760416686534882
1970-01-13,0.763020813465118
1970-01-14,0.77734375
1970-01-15,0.778645813465118
1970-01-16,0.774739563465118
1970-01-19,0.760416686534882
1970-01-20,0.763020813465118
1970-01-21,0.770833313465118
1970-01-22,0.772135436534882
1970-01-23,0.760416686534882
1970-01-26,0.760416686534882
1970-01-27,0.772135436534882
1970-01-28,0.772135436534882
1970-01-29,0.764322936534882
1970-01-30,0.75390625
1970-02-02,0.76171875
1970-02-03,0.756510436534882
1970-02-04,0.756510436534882
1970-02-05,0.727864563465118
1970-02-06,0.73046875
1970-02-09,0.73046875
1970-02-10,0.71875
1970-02-11,0.733072936534882
1970-02-12,0.729166686534882
1970-02-13,0.717447936534882
1970-02-16,0.72265625
1970-02-17,0.71484375
1970-02-18,0.723958313465118
1970-02-19,0.723958313465118
1970-02-20,0.71484375
1970-02-24,0.717447936534882
1970-02-25,0.720052063465118
1970-02-26,0.716145813465118
1970-02-27,0.734375
1970-03-02,0.747395813465118
1970-03-03,0.770833313465118
1970-03-04,0.776041686534882
1970-03-05,0.778645813465118
1970-03-06,0.774739563465118
1970-03-09,0.768229186534882
1970-03-10,0.765625
1970-03-11,0.748697936534882
1970-03-12,0.743489563465118
1970-03-13,0.731770813465118
1970-03-16,0.720052063465118
1970-03-17,0.731770813465118
1970-03-18,0.731770813465118
1970-03-19,0.73046875
1970-03-20,0.727864563465118
1970-03-23,0.73828125
1970-03-24,0.747395813465118
1970-03-25,0.76953125
1970-03-26,0.772135436534882
1970-03-30,0.765625
1970-03-31,0.768229186534882
1970-04-01,0.776041686534882
1970-04-02,0.776041686534882
1970-04-03,0.7734375
1970-04-06,0.776041686534882
1970-04-07,0.783854186534882
1970-04-08,0.782552063465118
1970-04-09,0.790364563465118
1970-04-10,0.795572936534882
1970-04-13,0.79296875
1970-04-14,0.77734375
1970-04-15,0.78125
1970-04-16,0.783854186534882
1970-04-17,0.7890625
1970-04-20,0.787760436534882
1970-04-21,0.791666686534882
1970-04-22,0.7734375
1970-04-23,0.763020813465118
1970-04-24,0.755208313465118
1970-04-27,0.735677063465118
1970-04-28,0.725260436534882
1970-04-29,0.743489563465118
1970-04-30,0.7421875
1970-05-01,0.743489563465118
1970-05-04,0.71875
1970-05-05,0.709635436534882
1970-05-06,0.721354186534882
1970-05-07,0.73046875
1970-05-08,0.721354186534882
1970-05-11,0.72265625
1970-05-12,0.713541686534882
1970-05-13,0.692708313465118
1970-05-14,0.68359375
1970-05-15,0.694010436534882
1970-05-18,0.701822936534882
1970-05-19,0.697916686534882
1970-05-20,0.669270813465118
1970-05-21,0.661458313465118
1970-05-22,0.6640625
1970-05-25,0.643229186534882
1970-05-26,0.630208313465118
1970-05-27,0.654947936534882
1970-05-28,0.665364563465118
1970-05-29,0.69140625
1970-06-01,0.700520813465118
1970-06-02,0.697916686534882
1970-06-03,0.709635436534882
1970-06-04,0.704427063465118
1970-06-05,0.694010436534882
1970-06-08,0.701822936534882
1970-06-09,0.700520813465118
1970-06-10,0.692708313465118
1970-06-11,0.688802063465118
1970-06-12,0.686197936534882
1970-06-15,0.686197936534882
1970-06-16,0.703125
1970-06-17,0.701822936534882
1970-06-18,0.713541686534882
1970-06-19,0.7265625
1970-06-22,0.733072936534882
1970-06-23,0.720052063465118
1970-06-24,0.717447936534882
1970-06-25,0.71484375
1970-06-26,0.701822936534882
1970-06-29,0.701822936534882
1970-06-30,0.703125
1970-07-01,0.705729186534882
1970-07-02,0.713541686534882
1970-07-06,0.700520813465118
1970-07-07,0.700520813465118
1970-07-08,0.70703125
1970-07-09,0.708333313465118
1970-07-10,0.74609375
1970-07-13,0.751302063465118
1970-07-14,0.75
1970-07-15,0.752604186534882
1970-07-16,0.78125
1970-07-17,0.798177063465118
1970-07-20,0.790364563465118
1970-07-21,0.772135436534882
1970-07-22,0.77734375
1970-07-23,0.791666686534882
1970-07-24,0.798177063465118
1970-07-27,0.787760436534882
1970-07-28,0.794270813465118
1970-07-29,0.803385436534882
1970-07-30,0.803385436534882
1970-07-31,0.80078125
1970-08-03,0.78125
1970-08-04,0.786458313465118
1970-08-05,0.791666686534882
1970-08-06,0.78515625
1970-08-07,0.786458313465118
1970-08-10,0.779947936534882
1970-08-11,0.774739563465118
1970-08-12,0.77734375
1970-08-13,0.765625
1970-08-14,0.768229186534882
1970-08-17,0.770833313465118
1970-08-18,0.774739563465118
1970-08-19,0.783854186534882
1970-08-20,0.794270813465118
1970-08-21,0.822916686534882
1970-08-24,0.828125
1970-08-25,0.821614563465118
1970-08-26,0.819010436534882
1970-08-27,0.819010436534882
1970-08-28,0.822916686534882
1970-08-31,0.817708313465118
1970-09-01,0.813802063465118
1970-09-02,0.811197936534882
1970-09-03,0.8203125
1970-09-04,0.819010436534882
1970-09-08,0.830729186534882
1970-09-09,0.83203125
1970-09-10,0.833333313465118
1970-09-11,0.8359375
1970-09-14,0.829427063465118
1970-09-15,0.825520813465118
1970-09-16,0.833333313465118
1970-09-17,0.84375
1970-09-18,0.842447936534882
1970-09-21,0.837239563465118
1970-09-22,0.84375
1970-09-23,0.848958313465118
1970-09-24,0.854166686534882
1970-09-25,0.861979186534882
1970-09-28,0.875
1970-09-29,0.8828125
1970-09-30,0.87890625
1970-10-01,0.877604186534882
1970-10-02,0.885416686534882
1970-10-05,0.890625
1970-10-06,0.885416686534882
1970-10-07,0.884114563465118
1970-10-08,0.88671875
1970-10-09,0.87890625
1970-10-12,0.869791686534882
1970-10-13,0.860677063465118
1970-10-14,0.8671875
1970-10-15,0.880208313465118
1970-10-16,0.8671875
1970-10-19,0.864583313465118
1970-10-20,0.873697936534882
1970-10-21,0.885416686534882
1970-10-22,0.88671875
1970-10-23,0.895833313465118
1970-10-26,0.897135436534882
1970-10-27,0.889322936534882
1970-10-28,0.899739563465118
1970-10-29,0.89453125
1970-10-30,0.895833313465118
1970-11-02,0.891927063465118
1970-11-03,0.90625
1970-11-04,0.915364563465118
1970-11-05,0.904947936534882
1970-11-06,0.903645813465118
1970-11-09,0.90625
1970-11-10,0.907552063465118
1970-11-11,0.904947936534882
1970-11-12,0.891927063465118
1970-11-13,0.885416686534882
1970-11-16,0.8828125
1970-11-17,0.885416686534882
1970-11-18,0.88671875
1970-11-19,0.893229186534882
1970-11-20,0.8984375
1970-11-23,0.899739563465118
1970-11-24,0.90625
1970-11-25,0.91015625
1970-11-27,0.911458313465118
1970-11-30,0.920572936534882
1970-12-01,0.911458313465118
1970-12-02,0.923177063465118
1970-12-03,0.9140625
1970-12-04,0.911458313465118
1970-12-07,0.9140625
1970-12-08,0.91015625
1970-12-09,0.921875
1970-12-10,0.936197936534882
1970-12-11,0.947916686534882
1970-12-14,0.946614563465118
1970-12-15,0.944010436534882
1970-12-16,0.9453125
1970-12-17,0.950520813465118
1970-12-18,0.955729186534882
1970-12-21,0.936197936534882
1970-12-22,0.947916686534882
1970-12-23,0.954427063465118
1970-12-24,0.9453125
1970-12-28,0.9375
1970-12-29,0.95703125
1970-12-30,0.962239563465118
1970-12-31,0.977864563465118
1971-01-04,0.977864563465118
1971-01-05,0.983072936534882
1971-01-06,0.973958313465118
1971-01-07,0.977864563465118
1971-01-08,0.975260436534882
1971-01-11,0.9765625
1971-01-12,0.977864563465118
1971-01-13,0.975260436534882
1971-01-14,0.984375
1971-01-15,0.9921875
1971-01-18,0.9921875
1971-01-19,0.998697936534882
1971-01-20,1.00390625
1971-01-21,1.04296875
1971-01-22,1.08072912693024
1971-01-25,1.09895837306976
1971-01-26,1.078125
1971-01-27,1.04296875
1971-01-28,1.04036462306976
1971-01-29,1.03385412693024
1971-02-01,1.09114587306976
1971-02-02,1.06901037693024
1971-02-03,1.07291662693024
1971-02-04,1.078125
1971-02-05,1.078125
1971-02-08,1.09635412693024
1971-02-09,1.08333337306976
1971-02-10,1.09114587306976
1971-02-11,1.08854162693024
1971-02-12,1.11067712306976
1971-02-16,1.1015625
1971-02-17,1.08333337306976
1971-02-18,1.0859375
1971-02-19,1.078125
1971-02-22,1.07291662693024
1971-02-23,1.07942712306976
1971-02-24,1.09765625
1971-02-25,1.12630212306976
1971-02-26,1.12630212306976
1971-03-01,1.12109375
1971-03-02,1.12630212306976
1971-03-03,1.12890625
1971-03-04,1.13932287693024
1971-03-05,1.14973962306976
1971-03-08,1.1484375
1971-03-09,1.125
1971-03-10,1.13151037693024
1971-03-11,1.12239587306976
1971-03-12,1.13151037693024
1971-03-15,1.15625
1971-03-16,1.15104162693024
1971-03-17,1.15104162693024
1971-03-18,1.14973962306976
1971-03-19,1.15364587306976
1971-03-22,1.14973962306976
1971-03-23,1.15755212306976
1971-03-24,1.15234375
1971-03-25,1.15755212306976
1971-03-26,1.1640625
1971-03-29,1.16666662693024
1971-03-30,1.1640625
1971-03-31,1.16666662693024
1971-04-01,1.16927087306976
1971-04-02,1.16276037693024
1971-04-05,1.171875
1971-04-06,1.20963537693024
1971-04-07,1.21875
1971-04-08,1.21614587306976
1971-04-12,1.23307287693024
1971-04-13,1.234375
1971-04-14,1.25
1971-04-15,1.2421875
1971-04-16,1.24479162693024
1971-04-19,1.24479162693024
1971-04-20,1.23567712306976
1971-04-21,1.25390625
1971-04-22,1.25390625
1971-04-23,1.28385412693024
1971-04-26,1.26171875
1971-04-27,1.27604162693024
1971-04-28,1.29166662693024
1971-04-29,1.2890625
1971-04-30,1.27994787693024
1971-05-03,1.26953125
1971-05-04,1.265625
1971-05-05,1.26692712306976
1971-05-06,1.25520837306976
1971-05-07,1.25911462306976
1971-05-10,1.2578125
1971-05-11,1.26171875
1971-05-12,1.25260412693024
1971-05-13,1.26822912693024
1971-05-14,1.2578125
1971-05-17,1.21614587306976
1971-05-18,1.22135412693024
1971-05-19,1.24869787693024
1971-05-20,1.26692712306976
1971-05-21,1.26432287693024
1971-05-24,1.26432287693024
1971-05-25,1.25520837306976
1971-05-26,1.24088537693024
1971-05-27,1.2421875
1971-05-28,1.24869787693024
1971-06-01,1.26041662693024
1971-06-02,1.26432287693024
1971-06-03,1.27213537693024
1971-06-04,1.27864587306976
1971-06-07,1.28645837306976
1971-06-08,1.2421875
1971-06-09,1.23958337306976
1971-06-10,1.26302087306976
1971-06-11,1.27864587306976
1971-06-14,1.26041662693024
1971-06-15,1.23177087306976
1971-06-16,1.25520837306976
1971-06-17,1.26041662693024
1971-06-18,1.23958337306976
1971-06-21,1.2109375
1971-06-22,1.22395837306976
1971-06-23,1.234375
1971-06-24,1.21875
1971-06-25,1.22135412693024
1971-06-28,1.21875
1971-06-29,1.23958337306976
1971-06-30,1.265625
1971-07-01,1.26822912693024
1971-07-02,1.26302087306976
1971-07-06,1.26822912693024
1971-07-07,1.27083337306976
1971-07-08,1.28125
1971-07-09,1.27604162693024
1971-07-12,1.27083337306976
1971-07-13,1.24739587306976
1971-07-14,1.22395837306976
1971-07-15,1.21875
1971-07-16,1.17447912693024
1971-07-19,1.17447912693024
1971-07-20,1.20052087306976
1971-07-21,1.18489587306976
1971-07-22,1.13541662693024
1971-07-23,1.15885412693024
1971-07-26,1.140625
1971-07-27,1.13541662693024
1971-07-28,1.11979162693024
1971-07-29,1.10677087306976
1971-07-30,1.11197912693024
1971-08-02,1.13802087306976
1971-08-03,1.125
1971-08-04,1.12239587306976
1971-08-05,1.14322912693024
1971-08-06,1.15625
1971-08-09,1.13541662693024
1971-08-10,1.13541662693024
1971-08-11,1.16145837306976
1971-08-12,1.17447912693024
1971-08-13,1.15885412693024
1971-08-16,1.22916662693024
1971-08-17,1.28125
1971-08-18,1.26822912693024
1971-08-19,1.26822912693024
1971-08-20,1.25520837306976
1971-08-23,1.26302087306976
1971-08-24,1.27864587306976
1971-08-25,1.28645837306976
1971-08-26,1.29166662693024
1971-08-27,1.296875
1971-08-30,1.29166662693024
1971-08-31,1.29166662693024
1971-09-01,1.29427087306976
1971-09-02,1.31510412693024
1971-09-03,1.34635412693024
1971-09-07,1.34114587306976
1971-09-08,1.34635412693024
1971-09-09,1.34895837306976
1971-09-10,1.359375
1971-09-13,1.3203125
1971-09-14,1.30729162693024
1971-09-15,1.3125
1971-09-16,1.31510412693024
1971-09-17,1.3203125
1971-09-20,1.3046875
1971-09-21,1.2890625
1971-09-22,1.27604162693024
1971-09-23,1.29427087306976
1971-09-24,1.28125
1971-09-27,1.25
1971-09-28,1.25
1971-09-29,1.25520837306976
1971-09-30,1.28125
1971-10-01,1.29166662693024
1971-10-04,1.3046875
1971-10-05,1.29166662693024
1971-10-06,1.328125
1971-10-07,1.33333337306976
1971-10-08,1.32552087306976
1971-10-11,1.30208337306976
1971-10-12,1.29947912693024
1971-10-13,1.29427087306976
1971-10-14,1.28385412693024
1971-10-15,1.28645837306976
1971-10-18,1.2890625
1971-10-19,1.28645837306976
1971-10-20,1.25
1971-10-21,1.24479162693024
1971-10-22,1.21875
1971-10-25,1.23177087306976
1971-10-26,1.20833337306976
1971-10-27,1.21354162693024
1971-10-28,1.21354162693024
1971-10-29,1.21354162693024
1971-11-01,1.18229162693024
1971-11-02,1.19270837306976
1971-11-03,1.22135412693024
1971-11-04,1.22135412693024
1971-11-05,1.20833337306976
1971-11-08,1.20833337306976
1971-11-09,1.20833337306976
1971-11-10,1.19010412693024
1971-11-11,1.17447912693024
1971-11-12,1.16145837306976
1971-11-15,1.15104162693024
1971-11-16,1.171875
1971-11-17,1.19010412693024
1971-11-18,1.18489587306976
1971-11-19,1.17708337306976
1971-11-22,1.1640625
1971-11-23,1.16927087306976
1971-11-24,1.16145837306976
1971-11-26,1.19791662693024
1971-11-29,1.22916662693024
1971-11-30,1.24479162693024
1971-12-01,1.2734375
1971-12-02,1.25520837306976
1971-12-03,1.27604162693024
1971-12-06,1.26041662693024
1971-12-07,1.26302087306976
1971-12-08,1.27864587306976
1971-12-09,1.26302087306976
1971-12-10,1.26822912693024
1971-12-13,1.28645837306976
1971-12-14,1.28385412693024
1971-12-15,1.3046875
1971-12-16,1.32552087306976
1971-12-17,1.3515625
1971-12-20,1.38541662693024
1971-12-21,1.3671875
1971-12-22,1.34114587306976
1971-12-23,1.34375
1971-12-27,1.33333337306976
1971-12-28,1.33854162693024
1971-12-29,1.32552087306976
1971-12-30,1.28645837306976
1971-12-31,1.3046875
1972-01-03,1.3125
1972-01-04,1.30989587306976
1972-01-05,1.3125
1972-01-06,1.328125
1972-01-07,1.34114587306976
1972-01-10,1.34375
1972-01-11,1.34375
1972-01-12,1.3359375
1972-01-13,1.31510412693024
1972-01-14,1.30989587306976
1972-01-17,1.33333337306976
1972-01-18,1.33072912693024
1972-01-19,1.33333337306976
1972-01-20,1.31770837306976
1972-01-21,1.3125
1972-01-24,1.2890625
1972-01-25,1.28385412693024
1972-01-26,1.26822912693024
1972-01-27,1.29947912693024
1972-01-28,1.30729162693024
1972-01-31,1.29166662693024
1972-02-01,1.2890625
1972-02-02,1.2890625
1972-02-03,1.28125
1972-02-04,1.27604162693024
1972-02-07,1.234375
1972-02-08,1.25
1972-02-09,1.26302087306976
1972-02-10,1.265625
1972-02-11,1.26041662693024
1972-02-14,1.25
1972-02-15,1.24739587306976
1972-02-16,1.2578125
1972-02-17,1.26041662693024
1972-02-18,1.26041662693024
1972-02-22,1.25520837306976
1972-02-23,1.23697912693024
1972-02-24,1.22395837306976
1972-02-25,1.2421875
1972-02-28,1.2578125
1972-02-29,1.26302087306976
1972-03-01,1.28125
1972-03-02,1.28385412693024
1972-03-03,1.28385412693024
1972-03-06,1.3046875
1972-03-07,1.32291662693024
1972-03-08,1.33333337306976
1972-03-09,1.33333337306976
1972-03-10,1.31770837306976
1972-03-13,1.32291662693024
1972-03-14,1.32291662693024
1972-03-15,1.32552087306976
1972-03-16,1.32291662693024
1972-03-17,1.32552087306976
1972-03-20,1.328125
1972-03-21,1.32291662693024
1972-03-22,1.328125
1972-03-23,1.34375
1972-03-24,1.34114587306976
1972-03-27,1.34375
1972-03-28,1.34375
1972-03-29,1.33333337306976
1972-03-30,1.34635412693024
1972-04-03,1.3515625
1972-04-04,1.3828125
1972-04-05,1.40104162693024
1972-04-06,1.45833337306976
1972-04-07,1.45833337306976
1972-04-10,1.44010412693024
1972-04-11,1.42708337306976
1972-04-12,1.43229162693024
1972-04-13,1.44791662693024
1972-04-14,1.45572912693024
1972-04-17,1.4375
1972-04-18,1.43489587306976
1972-04-19,1.43229162693024
1972-04-20,1.40885412693024
1972-04-21,1.421875
1972-04-24,1.41666662693024
1972-04-25,1.40885412693024
1972-04-26,1.38802087306976
1972-04-27,1.38802087306976
1972-04-28,1.40885412693024
1972-05-01,1.3984375
1972-05-02,1.38541662693024
1972-05-03,1.34635412693024
1972-05-04,1.38020837306976
1972-05-05,1.38541662693024
1972-05-08,1.38541662693024
1972-05-09,1.359375
1972-05-10,1.3671875
1972-05-11,1.38541662693024
1972-05-12,1.41666662693024
1972-05-15,1.4140625
1972-05-16,1.41666662693024
1972-05-17,1.40364587306976
1972-05-18,1.42708337306976
